fighter,fighter_url,record,nickname,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,raw_stats_json
Torrez Finney,http://ufcstats.com/fighter-details/fbb60f24af5d5a02,11-1-0,The Punisher,"5' 8""",185 lbs.,"75""",Orthodox,"Oct 24, 1998",1.78,54%,3.34,,6.86,59%,75%,0.8,"{""Height"": ""5' 8\"""", ""Weight"": ""185 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 24, 1998"", ""SLpM"": ""1.78"", ""Str. Acc."": ""54%"", ""SApM"": ""3.34"", ""Str. Def"": ""40%"", ""TD Avg."": ""6.86"", ""TD Acc."": ""59%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.8""}"
Rhys McKee,http://ufcstats.com/fighter-details/f748267c4ab6c127,14-7-1,Skeletor,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",4.71,40%,7.15,,0.00,0%,47%,0.0,"{""Height"": ""6' 2\"""", ""Weight"": ""170 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 10, 1995"", ""SLpM"": ""4.71"", ""Str. Acc."": ""40%"", ""SApM"": ""7.15"", ""Str. Def"": ""47%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""47%"", ""Sub. Avg."": ""0.0""}"
Loma Lookboonmee,http://ufcstats.com/fighter-details/4e30e4250cb08b61,10-5-0,,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",3.58,55%,2.45,,1.76,50%,70%,0.1,"{""Height"": ""5' 1\"""", ""Weight"": ""115 lbs."", ""Reach"": ""61\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 18, 1996"", ""SLpM"": ""3.58"", ""Str. Acc."": ""55%"", ""SApM"": ""2.45"", ""Str. Def"": ""53%"", ""TD Avg."": ""1.76"", ""TD Acc."": ""50%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.1""}"
Victor Henry,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,25-7-0 (1 NC),La Mangosta,"5' 7""",135 lbs.,"68""",Switch,"May 04, 1987",7.17,53%,5.19,,1.04,42%,81%,0.3,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Switch"", ""DOB"": ""May 04, 1987"", ""SLpM"": ""7.17"", ""Str. Acc."": ""53%"", ""SApM"": ""5.19"", ""Str. Def"": ""48%"", ""TD Avg."": ""1.04"", ""TD Acc."": ""42%"", ""TD Def."": ""81%"", ""Sub. Avg."": ""0.3""}"
Brandon Moreno,http://ufcstats.com/fighter-details/792be9a24df82ed6,23-10-2,The Assassin Baby,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.84,44%,3.64,,1.36,39%,65%,0.4,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 07, 1993"", ""SLpM"": ""3.84"", ""Str. Acc."": ""44%"", ""SApM"": ""3.64"", ""Str. Def"": ""59%"", ""TD Avg."": ""1.36"", ""TD Acc."": ""39%"", ""TD Def."": ""65%"", ""Sub. Avg."": ""0.4""}"
Marcin Tybura,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,27-11-0,Tybur,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.56,48%,3.26,,1.30,33%,70%,0.1,"{""Height"": ""6' 3\"""", ""Weight"": ""249 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 09, 1985"", ""SLpM"": ""3.56"", ""Str. Acc."": ""48%"", ""SApM"": ""3.26"", ""Str. Def"": ""55%"", ""TD Avg."": ""1.30"", ""TD Acc."": ""33%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.1""}"
Shauna Bannon,http://ufcstats.com/fighter-details/9c442aaf149ea982,7-3-0,Mama B,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",3.85,44%,3.25,,0.00,0%,47%,0.5,"{""Height"": ""5' 5\"""", ""Weight"": ""115 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Switch"", ""DOB"": ""Oct 23, 1993"", ""SLpM"": ""3.85"", ""Str. Acc."": ""44%"", ""SApM"": ""3.25"", ""Str. Def"": ""45%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""47%"", ""Sub. Avg."": ""0.5""}"
Caolan Loughran,http://ufcstats.com/fighter-details/42ac4020cba261ad,10-2-0,The Don,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",4.73,42%,5.20,,3.00,34%,87%,0.0,"{""Height"": ""5' 6\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 18, 1996"", ""SLpM"": ""4.73"", ""Str. Acc."": ""42%"", ""SApM"": ""5.20"", ""Str. Def"": ""52%"", ""TD Avg."": ""3.00"", ""TD Acc."": ""34%"", ""TD Def."": ""87%"", ""Sub. Avg."": ""0.0""}"
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d,15-5-0,,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",3.19,41%,3.71,,1.16,43%,32%,0.7,"{""Height"": ""6' 2\"""", ""Weight"": ""185 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 15, 1988"", ""SLpM"": ""3.19"", ""Str. Acc."": ""41%"", ""SApM"": ""3.71"", ""Str. Def"": ""48%"", ""TD Avg."": ""1.16"", ""TD Acc."": ""43%"", ""TD Def."": ""32%"", ""Sub. Avg."": ""0.7""}"
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,25-12-0 (1 NC),Bang Bang,"6' 3""",170 lbs.,"80""",Orthodox,"Dec 31, 1988",5.16,61%,3.32,,0.00,0%,75%,0.1,"{""Height"": ""6' 3\"""", ""Weight"": ""170 lbs."", ""Reach"": ""80\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 31, 1988"", ""SLpM"": ""5.16"", ""Str. Acc."": ""61%"", ""SApM"": ""3.32"", ""Str. Def"": ""57%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.1""}"
Brendson Ribeiro,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,17-10-0 (1 NC),The Gorilla,"6' 3""",205 lbs.,"81""",Orthodox,"Sep 08, 1996",3.04,42%,3.91,,0.85,42%,21%,0.6,"{""Height"": ""6' 3\"""", ""Weight"": ""205 lbs."", ""Reach"": ""81\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 08, 1996"", ""SLpM"": ""3.04"", ""Str. Acc."": ""42%"", ""SApM"": ""3.91"", ""Str. Def"": ""53%"", ""TD Avg."": ""0.85"", ""TD Acc."": ""42%"", ""TD Def."": ""21%"", ""Sub. Avg."": ""0.6""}"
Carlos Vera,http://ufcstats.com/fighter-details/07f959e6596307bb,12-4-0,Pequeno,"5' 6""",135 lbs.,"69""",Orthodox,"Nov 05, 1987",1.53,57%,2.79,,0.00,0%,25%,1.6,"{""Height"": ""5' 6\"""", ""Weight"": ""135 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 05, 1987"", ""SLpM"": ""1.53"", ""Str. Acc."": ""57%"", ""SApM"": ""2.79"", ""Str. Def"": ""49%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""25%"", ""Sub. Avg."": ""1.6""}"
Andre Lima,http://ufcstats.com/fighter-details/b1f21ce050035d58,11-1-0,Mascote,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",3.94,56%,2.66,,1.11,60%,75%,0.9,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Feb 04, 1999"", ""SLpM"": ""3.94"", ""Str. Acc."": ""56%"", ""SApM"": ""2.66"", ""Str. Def"": ""58%"", ""TD Avg."": ""1.11"", ""TD Acc."": ""60%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.9""}"
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,13-9-0,Zombie Girl,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988",4.35,44%,7.45,,0.37,50%,69%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 19, 1988"", ""SLpM"": ""4.35"", ""Str. Acc."": ""44%"", ""SApM"": ""7.45"", ""Str. Def"": ""45%"", ""TD Avg."": ""0.37"", ""TD Acc."": ""50%"", ""TD Def."": ""69%"", ""Sub. Avg."": ""0.0""}"
Magomed Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,21-2-1 (1 NC),,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",3.65,52%,2.59,,0.79,22%,87%,0.0,"{""Height"": ""6' 3\"""", ""Weight"": ""205 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 02, 1992"", ""SLpM"": ""3.65"", ""Str. Acc."": ""52%"", ""SApM"": ""2.59"", ""Str. Def"": ""56%"", ""TD Avg."": ""0.79"", ""TD Acc."": ""22%"", ""TD Def."": ""87%"", ""Sub. Avg."": ""0.0""}"
Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72,17-7-0,La Jaula,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",5.99,46%,4.07,,0.00,0%,70%,0.6,"{""Height"": ""6' 3\"""", ""Weight"": ""155 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 27, 1997"", ""SLpM"": ""5.99"", ""Str. Acc."": ""46%"", ""SApM"": ""4.07"", ""Str. Def"": ""55%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.6""}"
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f,15-6-1,,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",2.75,55%,3.01,,1.02,64%,63%,0.7,"{""Height"": ""5' 4\"""", ""Weight"": ""115 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""May 22, 1987"", ""SLpM"": ""2.75"", ""Str. Acc."": ""55%"", ""SApM"": ""3.01"", ""Str. Def"": ""45%"", ""TD Avg."": ""1.02"", ""TD Acc."": ""64%"", ""TD Def."": ""63%"", ""Sub. Avg."": ""0.7""}"
Ozzy Diaz,http://ufcstats.com/fighter-details/6967153c7edb4d87,10-4-0,,"6' 4""",185 lbs.,"79""",Orthodox,"Nov 22, 1990",5.33,49%,6.52,,0.00,0%,50%,0.0,"{""Height"": ""6' 4\"""", ""Weight"": ""185 lbs."", ""Reach"": ""79\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 22, 1990"", ""SLpM"": ""5.33"", ""Str. Acc."": ""49%"", ""SApM"": ""6.52"", ""Str. Def"": ""61%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Nasrat Haqparast,http://ufcstats.com/fighter-details/b7b84ccd221be298,18-6-0,,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",6.36,45%,6.00,,0.34,20%,86%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Aug 22, 1995"", ""SLpM"": ""6.36"", ""Str. Acc."": ""45%"", ""SApM"": ""6.00"", ""Str. Def"": ""63%"", ""TD Avg."": ""0.34"", ""TD Acc."": ""20%"", ""TD Def."": ""86%"", ""Sub. Avg."": ""0.0""}"
Hyder Amil,http://ufcstats.com/fighter-details/41cc71cbf210e0fe,11-3-0,The Hurricane,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990",5.83,52%,4.04,,0.52,16%,65%,0.8,"{""Height"": ""5' 9\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Switch"", ""DOB"": ""May 28, 1990"", ""SLpM"": ""5.83"", ""Str. Acc."": ""52%"", ""SApM"": ""4.04"", ""Str. Def"": ""50%"", ""TD Avg."": ""0.52"", ""TD Acc."": ""16%"", ""TD Def."": ""65%"", ""Sub. Avg."": ""0.8""}"
Chepe Mariscal,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,18-7-0 (1 NC),Machine Gun,"5' 7""",145 lbs.,"69""",Orthodox,"Oct 27, 1992",4.14,55%,2.66,,2.34,39%,59%,0.2,"{""Height"": ""5' 7\"""", ""Weight"": ""145 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 27, 1992"", ""SLpM"": ""4.14"", ""Str. Acc."": ""55%"", ""SApM"": ""2.66"", ""Str. Def"": ""52%"", ""TD Avg."": ""2.34"", ""TD Acc."": ""39%"", ""TD Def."": ""59%"", ""Sub. Avg."": ""0.2""}"
Ramazan Temirov,http://ufcstats.com/fighter-details/7d0a1968b38ca439,19-3-0,Temurlan,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997",4.37,40%,3.93,,0.84,50%,100%,0.0,"{""Height"": ""5' 4\"""", ""Weight"": ""125 lbs."", ""Reach"": ""63\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 31, 1997"", ""SLpM"": ""4.37"", ""Str. Acc."": ""40%"", ""SApM"": ""3.93"", ""Str. Def"": ""59%"", ""TD Avg."": ""0.84"", ""TD Acc."": ""50%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808,22-10-0,,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",5.11,45%,3.53,,0.70,29%,37%,0.3,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 25, 1987"", ""SLpM"": ""5.11"", ""Str. Acc."": ""45%"", ""SApM"": ""3.53"", ""Str. Def"": ""57%"", ""TD Avg."": ""0.70"", ""TD Acc."": ""29%"", ""TD Def."": ""37%"", ""Sub. Avg."": ""0.3""}"
Austin Vanderford,http://ufcstats.com/fighter-details/32c3ee378671a5d9,13-3-0,The Gentleman,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990",3.04,59%,2.71,,3.08,35%,100%,1.2,"{""Height"": ""5' 11\"""", ""Weight"": ""170 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 21, 1990"", ""SLpM"": ""3.04"", ""Str. Acc."": ""59%"", ""SApM"": ""2.71"", ""Str. Def"": ""48%"", ""TD Avg."": ""3.08"", ""TD Acc."": ""35%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""1.2""}"
Jared Cannonier,http://ufcstats.com/fighter-details/13a0275fa13c4d26,18-9-0,The Killa Gorilla,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",4.42,49%,4.35,,0.54,40%,64%,0.0,"{""Height"": ""5' 11\"""", ""Weight"": ""185 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Switch"", ""DOB"": ""Mar 16, 1984"", ""SLpM"": ""4.42"", ""Str. Acc."": ""49%"", ""SApM"": ""4.35"", ""Str. Def"": ""56%"", ""TD Avg."": ""0.54"", ""TD Acc."": ""40%"", ""TD Def."": ""64%"", ""Sub. Avg."": ""0.0""}"
Andre Petroski,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,13-6-0,,"6' 0""",185 lbs.,"73""",Switch,"Jun 12, 1991",2.75,49%,2.99,,3.13,52%,86%,1.2,"{""Height"": ""6' 0\"""", ""Weight"": ""185 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Switch"", ""DOB"": ""Jun 12, 1991"", ""SLpM"": ""2.75"", ""Str. Acc."": ""49%"", ""SApM"": ""2.99"", ""Str. Def"": ""51%"", ""TD Avg."": ""3.13"", ""TD Acc."": ""52%"", ""TD Def."": ""86%"", ""Sub. Avg."": ""1.2""}"
Dricus Du Plessis,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,23-3-0,Stillknocks,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",5.18,48%,4.33,,2.22,51%,34%,0.7,"{""Height"": ""6' 1\"""", ""Weight"": ""185 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Switch"", ""DOB"": ""Jan 14, 1994"", ""SLpM"": ""5.18"", ""Str. Acc."": ""48%"", ""SApM"": ""4.33"", ""Str. Def"": ""52%"", ""TD Avg."": ""2.22"", ""TD Acc."": ""51%"", ""TD Def."": ""34%"", ""Sub. Avg."": ""0.7""}"
Zhang Weili,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,26-4-0,Magnum,"5' 4""",115 lbs.,"63""",Switch,"Aug 13, 1989",4.66,52%,2.63,,1.96,44%,63%,0.5,"{""Height"": ""5' 4\"""", ""Weight"": ""115 lbs."", ""Reach"": ""63\"""", ""STANCE"": ""Switch"", ""DOB"": ""Aug 13, 1989"", ""SLpM"": ""4.66"", ""Str. Acc."": ""52%"", ""SApM"": ""2.63"", ""Str. Def"": ""53%"", ""TD Avg."": ""1.96"", ""TD Acc."": ""44%"", ""TD Def."": ""63%"", ""Sub. Avg."": ""0.5""}"
Gabriel Santos,http://ufcstats.com/fighter-details/f2f140ce7532e327,12-2-0,Mosquitinho,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996",4.35,60%,4.31,,3.80,54%,87%,1.2,"{""Height"": ""5' 9\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 28, 1996"", ""SLpM"": ""4.35"", ""Str. Acc."": ""60%"", ""SApM"": ""4.31"", ""Str. Def"": ""45%"", ""TD Avg."": ""3.80"", ""TD Acc."": ""54%"", ""TD Def."": ""87%"", ""Sub. Avg."": ""1.2""}"
Shamil Gaziev,http://ufcstats.com/fighter-details/6747ccd6d1acd266,14-3-0,,"6' 4""",265 lbs.,"78""",Orthodox,"Feb 10, 1990",2.94,46%,4.92,,1.06,33%,83%,0.3,"{""Height"": ""6' 4\"""", ""Weight"": ""265 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Feb 10, 1990"", ""SLpM"": ""2.94"", ""Str. Acc."": ""46%"", ""SApM"": ""4.92"", ""Str. Def"": ""45%"", ""TD Avg."": ""1.06"", ""TD Acc."": ""33%"", ""TD Def."": ""83%"", ""Sub. Avg."": ""0.3""}"
Bogdan Grad,http://ufcstats.com/fighter-details/fb37795db81f93f3,15-4-0,The Unleashed,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",4.06,51%,5.06,,4.22,40%,75%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 28, 1995"", ""SLpM"": ""4.06"", ""Str. Acc."": ""51%"", ""SApM"": ""5.06"", ""Str. Def"": ""49%"", ""TD Avg."": ""4.22"", ""TD Acc."": ""40%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.0""}"
Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327,22-5-0,Malhadinho,"6' 3""",225 lbs.,"79""",Orthodox,"Jun 26, 1991",2.23,62%,1.30,,5.64,55%,60%,1.7,"{""Height"": ""6' 3\"""", ""Weight"": ""225 lbs."", ""Reach"": ""79\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 26, 1991"", ""SLpM"": ""2.23"", ""Str. Acc."": ""62%"", ""SApM"": ""1.30"", ""Str. Def"": ""43%"", ""TD Avg."": ""5.64"", ""TD Acc."": ""55%"", ""TD Def."": ""60%"", ""Sub. Avg."": ""1.7""}"
Muin Gafurov,http://ufcstats.com/fighter-details/a54660deb6a8489c,20-7-0,Tajik,"5' 7""",135 lbs.,"68""",Orthodox,"May 17, 1996",3.36,47%,2.51,,1.57,28%,70%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 17, 1996"", ""SLpM"": ""3.36"", ""Str. Acc."": ""47%"", ""SApM"": ""2.51"", ""Str. Def"": ""55%"", ""TD Avg."": ""1.57"", ""TD Acc."": ""28%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.0""}"
Santiago Ponzinibbio,http://ufcstats.com/fighter-details/6d1bffff14897645,31-9-0,Argentine Dagger,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",4.78,41%,4.68,,0.60,27%,71%,0.0,"{""Height"": ""6' 0\"""", ""Weight"": ""170 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 26, 1986"", ""SLpM"": ""4.78"", ""Str. Acc."": ""41%"", ""SApM"": ""4.68"", ""Str. Def"": ""61%"", ""TD Avg."": ""0.60"", ""TD Acc."": ""27%"", ""TD Def."": ""71%"", ""Sub. Avg."": ""0.0""}"
Cesar Almeida,http://ufcstats.com/fighter-details/64d47ef881a437a4,7-2-0,Cesinha,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988",3.46,58%,2.03,,0.00,0%,52%,0.2,"{""Height"": ""6' 1\"""", ""Weight"": ""185 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 28, 1988"", ""SLpM"": ""3.46"", ""Str. Acc."": ""58%"", ""SApM"": ""2.03"", ""Str. Def"": ""46%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""52%"", ""Sub. Avg."": ""0.2""}"
Felipe Bunes,http://ufcstats.com/fighter-details/53c10176e3bc7416,14-9-0,Felipinho,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989",3.17,46%,4.57,,1.08,25%,40%,1.4,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 29, 1989"", ""SLpM"": ""3.17"", ""Str. Acc."": ""46%"", ""SApM"": ""4.57"", ""Str. Def"": ""47%"", ""TD Avg."": ""1.08"", ""TD Acc."": ""25%"", ""TD Def."": ""40%"", ""Sub. Avg."": ""1.4""}"
Thiago Moises,http://ufcstats.com/fighter-details/d945aae53e3e54e6,19-10-0,,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.52,42%,4.40,,1.37,29%,52%,1.1,"{""Height"": ""5' 9\"""", ""Weight"": ""155 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 23, 1995"", ""SLpM"": ""2.52"", ""Str. Acc."": ""42%"", ""SApM"": ""4.40"", ""Str. Def"": ""52%"", ""TD Avg."": ""1.37"", ""TD Acc."": ""29%"", ""TD Def."": ""52%"", ""Sub. Avg."": ""1.1""}"
Ernesta Kareckaite,http://ufcstats.com/fighter-details/e4faa79383c9f214,6-2-1,Heavy-Handed,"5' 9""",125 lbs.,"71""",Orthodox,"Jul 05, 1998",7.28,42%,6.47,,0.75,60%,81%,0.0,"{""Height"": ""5' 9\"""", ""Weight"": ""125 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 05, 1998"", ""SLpM"": ""7.28"", ""Str. Acc."": ""42%"", ""SApM"": ""6.47"", ""Str. Def"": ""49%"", ""TD Avg."": ""0.75"", ""TD Acc."": ""60%"", ""TD Def."": ""81%"", ""Sub. Avg."": ""0.0""}"
Bruno Lopes,http://ufcstats.com/fighter-details/0abcf6bc47191219,14-3-0,The Brazilian Cowboy,"6' 2""",205 lbs.,"74""",Orthodox,"Apr 24, 1993",2.88,43%,4.21,,1.93,21%,100%,0.0,"{""Height"": ""6' 2\"""", ""Weight"": ""205 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 24, 1993"", ""SLpM"": ""2.88"", ""Str. Acc."": ""43%"", ""SApM"": ""4.21"", ""Str. Def"": ""54%"", ""TD Avg."": ""1.93"", ""TD Acc."": ""21%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,21-8-0,New Mansa,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",3.62,36%,3.10,,1.43,45%,70%,0.1,"{""Height"": ""5' 10\"""", ""Weight"": ""170 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Apr 27, 1994"", ""SLpM"": ""3.62"", ""Str. Acc."": ""36%"", ""SApM"": ""3.10"", ""Str. Def"": ""58%"", ""TD Avg."": ""1.43"", ""TD Acc."": ""45%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.1""}"
Sean Woodson,http://ufcstats.com/fighter-details/4682bc59d5f55145,13-2-1,The Sniper,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",5.57,46%,4.18,,0.58,55%,84%,0.3,"{""Height"": ""6' 2\"""", ""Weight"": ""145 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 07, 1992"", ""SLpM"": ""5.57"", ""Str. Acc."": ""46%"", ""SApM"": ""4.18"", ""Str. Def"": ""58%"", ""TD Avg."": ""0.58"", ""TD Acc."": ""55%"", ""TD Def."": ""84%"", ""Sub. Avg."": ""0.3""}"
Felipe Lima,http://ufcstats.com/fighter-details/9256f591b30c073e,14-2-0,Jungle Boy,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998",2.86,45%,2.91,,2.18,27%,85%,0.7,"{""Height"": ""5' 6\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 07, 1998"", ""SLpM"": ""2.86"", ""Str. Acc."": ""45%"", ""SApM"": ""2.91"", ""Str. Def"": ""64%"", ""TD Avg."": ""2.18"", ""TD Acc."": ""27%"", ""TD Def."": ""85%"", ""Sub. Avg."": ""0.7""}"
Miranda Maverick,http://ufcstats.com/fighter-details/f29a6350c69f4a33,17-6-0,Fear The,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",3.22,44%,2.25,,2.16,40%,45%,0.4,"{""Height"": ""5' 3\"""", ""Weight"": ""125 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jul 01, 1997"", ""SLpM"": ""3.22"", ""Str. Acc."": ""44%"", ""SApM"": ""2.25"", ""Str. Def"": ""61%"", ""TD Avg."": ""2.16"", ""TD Acc."": ""40%"", ""TD Def."": ""45%"", ""Sub. Avg."": ""0.4""}"
